AbsHour,Day,Positions,AssignedNurses,Week,HourOfDay,HourOfWeek
68,3,triage nurse,1,1,20,68
69,3,CNL,1,1,21,69
69,3,EDOU,2,1,21,69
69,3,FEP,1,1,21,69
69,3,blue,3,1,21,69
69,3,first nurse,1,1,21,69
69,3,green,2,1,21,69
69,3,hallway,5,1,21,69
69,3,iTrack,0,1,21,69
69,3,orange,5,1,21,69
69,3,purple,3,1,21,69
69,3,red,4,1,21,69
69,3,resource nurse,1,1,21,69
69,3,triage nurse,1,1,21,69
70,3,CNL,1,1,22,70
70,3,EDOU,2,1,22,70
70,3,FEP,1,1,22,70
70,3,blue,3,1,22,70
70,3,first nurse,1,1,22,70
70,3,green,2,1,22,70
70,3,hallway,5,1,22,70
70,3,iTrack,0,1,22,70
70,3,orange,5,1,22,70
70,3,purple,3,1,22,70
70,3,red,4,1,22,70
70,3,resource nurse,1,1,22,70
70,3,triage nurse,1,1,22,70
71,3,CNL,1,1,23,71
71,3,EDOU,2,1,23,71
71,3,FEP,1,1,23,71
71,3,blue,3,1,23,71
71,3,first nurse,1,1,23,71
71,3,green,2,1,23,71
71,3,hallway,5,1,23,71
71,3,iTrack,0,1,23,71
71,3,orange,5,1,23,71
71,3,purple,3,1,23,71
71,3,red,4,1,23,71
71,3,resource nurse,1,1,23,71
71,3,triage nurse,1,1,23,71
72,3,CNL,1,1,24,72
72,3,EDOU,2,1,24,72
72,3,FEP,1,1,24,72
72,3,blue,3,1,24,72
72,3,first nurse,1,1,24,72
72,3,green,2,1,24,72
72,3,hallway,5,1,24,72
72,3,iTrack,0,1,24,72
72,3,orange,5,1,24,72
72,3,purple,3,1,24,72
72,3,red,4,1,24,72
72,3,resource nurse,1,1,24,72
72,3,triage nurse,1,1,24,72
73,3,CNL,1,1,1,73
73,3,EDOU,2,1,1,73
73,3,FEP,1,1,1,73
73,3,blue,3,1,1,73
73,3,first nurse,1,1,1,73
73,3,green,2,1,1,73
73,3,hallway,5,1,1,73
73,3,iTrack,0,1,1,73
73,3,orange,5,1,1,73
73,3,purple,3,1,1,73
73,3,red,4,1,1,73
73,3,resource nurse,1,1,1,73
73,3,triage nurse,1,1,1,73
74,4,CNL,1,1,2,74
74,4,EDOU,2,1,2,74
74,4,FEP,1,1,2,74
74,4,blue,5,1,2,74
74,4,first nurse,1,1,2,74
74,4,green,4,1,2,74
74,4,hallway,0,1,2,74
74,4,iTrack,0,1,2,74
74,4,orange,5,1,2,74
74,4,purple,3,1,2,74
74,4,red,2,1,2,74
74,4,resource nurse,1,1,2,74
74,4,triage nurse,1,1,2,74
75,4,CNL,1,1,3,75
75,4,EDOU,2,1,3,75
75,4,FEP,1,1,3,75
75,4,blue,5,1,3,75
75,4,first nurse,1,1,3,75
75,4,green,4,1,3,75
75,4,hallway,0,1,3,75
75,4,iTrack,0,1,3,75
75,4,orange,5,1,3,75
75,4,purple,3,1,3,75
75,4,red,2,1,3,75
75,4,resource nurse,1,1,3,75
75,4,triage nurse,1,1,3,75
76,4,CNL,1,1,4,76
76,4,EDOU,2,1,4,76
76,4,FEP,1,1,4,76
76,4,blue,5,1,4,76
76,4,first nurse,1,1,4,76
76,4,green,4,1,4,76
76,4,hallway,0,1,4,76
76,4,iTrack,0,1,4,76
76,4,orange,5,1,4,76
76,4,purple,3,1,4,76
76,4,red,2,1,4,76
76,4,resource nurse,1,1,4,76
76,4,triage nurse,1,1,4,76
77,4,CNL,1,1,5,77
77,4,EDOU,2,1,5,77
77,4,FEP,1,1,5,77
77,4,blue,5,1,5,77
77,4,first nurse,1,1,5,77
77,4,green,4,1,5,77
77,4,hallway,0,1,5,77
77,4,iTrack,0,1,5,77
77,4,orange,5,1,5,77
77,4,purple,3,1,5,77
77,4,red,2,1,5,77
77,4,resource nurse,1,1,5,77
77,4,triage nurse,1,1,5,77
78,4,CNL,1,1,6,78
78,4,EDOU,2,1,6,78
78,4,FEP,1,1,6,78
78,4,blue,5,1,6,78
78,4,first nurse,1,1,6,78
78,4,green,4,1,6,78
78,4,hallway,0,1,6,78
78,4,iTrack,0,1,6,78
78,4,orange,5,1,6,78
78,4,purple,3,1,6,78
78,4,red,2,1,6,78
78,4,resource nurse,1,1,6,78
78,4,triage nurse,1,1,6,78
79,4,CNL,1,1,7,79
79,4,EDOU,2,1,7,79
79,4,FEP,1,1,7,79
79,4,blue,5,1,7,79
79,4,first nurse,1,1,7,79
79,4,green,4,1,7,79
79,4,hallway,0,1,7,79
79,4,iTrack,0,1,7,79
79,4,orange,5,1,7,79
79,4,purple,3,1,7,79
79,4,red,2,1,7,79
79,4,resource nurse,1,1,7,79
79,4,triage nurse,1,1,7,79
80,4,CNL,1,1,8,80
80,4,EDOU,2,1,8,80
80,4,FEP,1,1,8,80
80,4,blue,5,1,8,80
80,4,first nurse,1,1,8,80
80,4,green,4,1,8,80
80,4,hallway,0,1,8,80
80,4,iTrack,0,1,8,80
80,4,orange,5,1,8,80
80,4,purple,3,1,8,80
80,4,red,2,1,8,80
80,4,resource nurse,1,1,8,80
80,4,triage nurse,1,1,8,80
81,4,CNL,1,1,9,81
81,4,EDOU,2,1,9,81
81,4,FEP,1,1,9,81
81,4,blue,5,1,9,81
81,4,first nurse,1,1,9,81
81,4,green,4,1,9,81
81,4,hallway,0,1,9,81
81,4,iTrack,0,1,9,81
81,4,orange,5,1,9,81
81,4,purple,3,1,9,81
81,4,red,2,1,9,81
81,4,resource nurse,1,1,9,81
81,4,triage nurse,1,1,9,81
82,4,CNL,1,1,10,82
82,4,EDOU,2,1,10,82
82,4,FEP,1,1,10,82
82,4,blue,5,1,10,82
82,4,first nurse,1,1,10,82
82,4,green,4,1,10,82
82,4,hallway,0,1,10,82
82,4,iTrack,0,1,10,82
82,4,orange,5,1,10,82
82,4,purple,3,1,10,82
82,4,red,2,1,10,82
82,4,resource nurse,1,1,10,82
82,4,triage nurse,1,1,10,82
83,4,CNL,1,1,11,83
83,4,EDOU,2,1,11,83
83,4,FEP,1,1,11,83
83,4,blue,5,1,11,83
83,4,first nurse,1,1,11,83
83,4,green,4,1,11,83
83,4,hallway,0,1,11,83
83,4,iTrack,0,1,11,83
83,4,orange,5,1,11,83
83,4,purple,3,1,11,83
83,4,red,2,1,11,83
83,4,resource nurse,1,1,11,83
83,4,triage nurse,1,1,11,83
84,4,CNL,1,1,12,84
84,4,EDOU,2,1,12,84
84,4,FEP,1,1,12,84
84,4,blue,5,1,12,84
84,4,first nurse,1,1,12,84
84,4,green,4,1,12,84
84,4,hallway,0,1,12,84
84,4,iTrack,0,1,12,84
84,4,orange,5,1,12,84
84,4,purple,3,1,12,84
84,4,red,2,1,12,84
84,4,resource nurse,1,1,12,84
84,4,triage nurse,1,1,12,84
85,4,CNL,1,1,13,85
85,4,EDOU,2,1,13,85
85,4,FEP,1,1,13,85
85,4,blue,5,1,13,85
85,4,first nurse,1,1,13,85
85,4,green,4,1,13,85
85,4,hallway,0,1,13,85
85,4,iTrack,0,1,13,85
85,4,orange,5,1,13,85
85,4,purple,3,1,13,85
85,4,red,2,1,13,85
85,4,resource nurse,1,1,13,85
85,4,triage nurse,1,1,13,85
86,4,CNL,1,1,14,86
86,4,EDOU,2,1,14,86
86,4,FEP,1,1,14,86
86,4,blue,5,1,14,86
86,4,first nurse,1,1,14,86
86,4,green,5,1,14,86
86,4,hallway,0,1,14,86
86,4,iTrack,0,1,14,86
86,4,orange,5,1,14,86
86,4,purple,3,1,14,86
86,4,red,3,1,14,86
86,4,resource nurse,1,1,14,86
86,4,triage nurse,1,1,14,86
87,4,CNL,1,1,15,87
87,4,EDOU,2,1,15,87
87,4,FEP,1,1,15,87
87,4,blue,5,1,15,87
87,4,first nurse,1,1,15,87
87,4,green,5,1,15,87
87,4,hallway,0,1,15,87
87,4,iTrack,0,1,15,87
87,4,orange,5,1,15,87
87,4,purple,3,1,15,87
87,4,red,3,1,15,87
87,4,resource nurse,1,1,15,87
87,4,triage nurse,1,1,15,87
88,4,CNL,1,1,16,88
88,4,EDOU,2,1,16,88
88,4,FEP,1,1,16,88
88,4,blue,5,1,16,88
88,4,first nurse,1,1,16,88
88,4,green,5,1,16,88
88,4,hallway,0,1,16,88
88,4,iTrack,0,1,16,88
88,4,orange,5,1,16,88
88,4,purple,3,1,16,88
88,4,red,3,1,16,88
88,4,resource nurse,1,1,16,88
88,4,triage nurse,1,1,16,88
89,4,CNL,1,1,17,89
89,4,EDOU,2,1,17,89
89,4,FEP,1,1,17,89
89,4,blue,5,1,17,89
89,4,first nurse,1,1,17,89
89,4,green,5,1,17,89
89,4,hallway,0,1,17,89
89,4,iTrack,0,1,17,89
89,4,orange,5,1,17,89
89,4,purple,3,1,17,89
89,4,red,3,1,17,89
89,4,resource nurse,1,1,17,89
89,4,triage nurse,1,1,17,89
90,4,CNL,1,1,18,90
90,4,EDOU,2,1,18,90
90,4,FEP,1,1,18,90
90,4,blue,5,1,18,90
90,4,first nurse,1,1,18,90
90,4,green,5,1,18,90
90,4,hallway,0,1,18,90
90,4,iTrack,0,1,18,90
90,4,orange,5,1,18,90
90,4,purple,3,1,18,90
90,4,red,3,1,18,90
90,4,resource nurse,1,1,18,90
90,4,triage nurse,1,1,18,90
91,4,CNL,1,1,19,91
91,4,EDOU,2,1,19,91
91,4,FEP,1,1,19,91
91,4,blue,5,1,19,91
91,4,first nurse,1,1,19,91
91,4,green,5,1,19,91
91,4,hallway,0,1,19,91
91,4,iTrack,0,1,19,91
91,4,orange,5,1,19,91
91,4,purple,3,1,19,91
91,4,red,3,1,19,91
91,4,resource nurse,1,1,19,91
91,4,triage nurse,1,1,19,91
92,4,CNL,1,1,20,92
92,4,EDOU,2,1,20,92
92,4,FEP,1,1,20,92
92,4,blue,5,1,20,92
92,4,first nurse,1,1,20,92
92,4,green,5,1,20,92
92,4,hallway,0,1,20,92
92,4,iTrack,0,1,20,92
92,4,orange,5,1,20,92
92,4,purple,3,1,20,92
92,4,red,3,1,20,92
92,4,resource nurse,1,1,20,92
92,4,triage nurse,1,1,20,92
93,4,CNL,1,1,21,93
93,4,EDOU,2,1,21,93
93,4,FEP,1,1,21,93
93,4,blue,5,1,21,93
93,4,first nurse,1,1,21,93
93,4,green,5,1,21,93
93,4,hallway,0,1,21,93
93,4,iTrack,0,1,21,93
93,4,orange,5,1,21,93
93,4,purple,3,1,21,93
93,4,red,3,1,21,93
93,4,resource nurse,1,1,21,93
93,4,triage nurse,1,1,21,93
94,4,CNL,1,1,22,94
94,4,EDOU,2,1,22,94
94,4,FEP,1,1,22,94
94,4,blue,5,1,22,94
94,4,first nurse,1,1,22,94
94,4,green,5,1,22,94
94,4,hallway,0,1,22,94
94,4,iTrack,0,1,22,94
94,4,orange,5,1,22,94
94,4,purple,3,1,22,94
94,4,red,3,1,22,94
94,4,resource nurse,1,1,22,94
94,4,triage nurse,1,1,22,94
95,4,CNL,1,1,23,95
95,4,EDOU,2,1,23,95
95,4,FEP,1,1,23,95
95,4,blue,5,1,23,95
95,4,first nurse,1,1,23,95
95,4,green,5,1,23,95
95,4,hallway,0,1,23,95
95,4,iTrack,0,1,23,95
95,4,orange,5,1,23,95
95,4,purple,3,1,23,95
95,4,red,3,1,23,95
95,4,resource nurse,1,1,23,95
95,4,triage nurse,1,1,23,95
96,4,CNL,1,1,24,96
96,4,EDOU,2,1,24,96
96,4,FEP,1,1,24,96
96,4,blue,5,1,24,96
96,4,first nurse,1,1,24,96
96,4,green,5,1,24,96
96,4,hallway,0,1,24,96
96,4,iTrack,0,1,24,96
96,4,orange,5,1,24,96
96,4,purple,3,1,24,96
96,4,red,3,1,24,96
96,4,resource nurse,1,1,24,96
96,4,triage nurse,1,1,24,96
97,4,CNL,1,1,1,97
97,4,EDOU,2,1,1,97
97,4,FEP,1,1,1,97
97,4,blue,5,1,1,97
97,4,first nurse,1,1,1,97
97,4,green,5,1,1,97
97,4,hallway,0,1,1,97
97,4,iTrack,0,1,1,97
97,4,orange,5,1,1,97
97,4,purple,3,1,1,97
97,4,red,3,1,1,97
97,4,resource nurse,1,1,1,97
97,4,triage nurse,1,1,1,97
98,5,CNL,1,1,2,98
98,5,EDOU,2,1,2,98
98,5,FEP,1,1,2,98
98,5,blue,1,1,2,98
98,5,first nurse,1,1,2,98
98,5,green,0,1,2,98
98,5,hallway,5,1,2,98
98,5,iTrack,0,1,2,98
98,5,orange,5,1,2,98
98,5,purple,3,1,2,98
98,5,red,4,1,2,98
98,5,resource nurse,1,1,2,98
98,5,triage nurse,1,1,2,98
99,5,CNL,1,1,3,99
99,5,EDOU,2,1,3,99
99,5,FEP,1,1,3,99
99,5,blue,1,1,3,99
99,5,first nurse,1,1,3,99
99,5,green,0,1,3,99
99,5,hallway,5,1,3,99
99,5,iTrack,0,1,3,99
99,5,orange,5,1,3,99
99,5,purple,3,1,3,99
99,5,red,4,1,3,99
99,5,resource nurse,1,1,3,99
99,5,triage nurse,1,1,3,99
100,5,CNL,1,1,4,100
100,5,EDOU,2,1,4,100
100,5,FEP,1,1,4,100
100,5,blue,1,1,4,100
100,5,first nurse,1,1,4,100
100,5,green,0,1,4,100
100,5,hallway,5,1,4,100
100,5,iTrack,0,1,4,100
100,5,orange,5,1,4,100
100,5,purple,3,1,4,100
100,5,red,4,1,4,100
100,5,resource nurse,1,1,4,100
100,5,triage nurse,1,1,4,100
101,5,CNL,1,1,5,101
101,5,EDOU,2,1,5,101
101,5,FEP,1,1,5,101
101,5,blue,1,1,5,101
101,5,first nurse,1,1,5,101
101,5,green,0,1,5,101
101,5,hallway,5,1,5,101
101,5,iTrack,0,1,5,101
101,5,orange,5,1,5,101
101,5,purple,3,1,5,101
101,5,red,4,1,5,101
101,5,resource nurse,1,1,5,101
101,5,triage nurse,1,1,5,101
102,5,CNL,1,1,6,102
102,5,EDOU,2,1,6,102
102,5,FEP,1,1,6,102
102,5,blue,1,1,6,102
102,5,first nurse,1,1,6,102
102,5,green,0,1,6,102
102,5,hallway,5,1,6,102
102,5,iTrack,0,1,6,102
102,5,orange,5,1,6,102
102,5,purple,4,1,6,102
102,5,red,4,1,6,102
102,5,resource nurse,1,1,6,102
102,5,triage nurse,1,1,6,102
103,5,CNL,1,1,7,103
103,5,EDOU,2,1,7,103
103,5,FEP,1,1,7,103
103,5,blue,1,1,7,103
103,5,first nurse,1,1,7,103
103,5,green,0,1,7,103
103,5,hallway,5,1,7,103
103,5,iTrack,0,1,7,103
103,5,orange,5,1,7,103
103,5,purple,4,1,7,103
103,5,red,4,1,7,103
103,5,resource nurse,1,1,7,103
103,5,triage nurse,1,1,7,103
104,5,CNL,1,1,8,104
104,5,EDOU,2,1,8,104
104,5,FEP,1,1,8,104
104,5,blue,1,1,8,104
104,5,first nurse,1,1,8,104
104,5,green,0,1,8,104
104,5,hallway,5,1,8,104
104,5,iTrack,0,1,8,104
104,5,orange,5,1,8,104
104,5,purple,4,1,8,104
104,5,red,4,1,8,104
104,5,resource nurse,1,1,8,104
104,5,triage nurse,1,1,8,104
105,5,CNL,1,1,9,105
105,5,EDOU,2,1,9,105
105,5,FEP,1,1,9,105
105,5,blue,1,1,9,105
105,5,first nurse,1,1,9,105
105,5,green,0,1,9,105
105,5,hallway,5,1,9,105
105,5,iTrack,0,1,9,105
105,5,orange,5,1,9,105
105,5,purple,4,1,9,105
105,5,red,4,1,9,105
105,5,resource nurse,1,1,9,105
105,5,triage nurse,1,1,9,105
106,5,CNL,1,1,10,106
106,5,EDOU,2,1,10,106
106,5,FEP,1,1,10,106
106,5,blue,1,1,10,106
106,5,first nurse,1,1,10,106
106,5,green,0,1,10,106
106,5,hallway,5,1,10,106
106,5,iTrack,0,1,10,106
106,5,orange,5,1,10,106
106,5,purple,4,1,10,106
106,5,red,4,1,10,106
106,5,resource nurse,1,1,10,106
106,5,triage nurse,1,1,10,106
107,5,CNL,1,1,11,107
107,5,EDOU,2,1,11,107
107,5,FEP,1,1,11,107
107,5,blue,1,1,11,107
107,5,first nurse,1,1,11,107
107,5,green,0,1,11,107
107,5,hallway,5,1,11,107
107,5,iTrack,0,1,11,107
107,5,orange,5,1,11,107
107,5,purple,4,1,11,107
107,5,red,4,1,11,107
107,5,resource nurse,1,1,11,107
107,5,triage nurse,1,1,11,107
108,5,CNL,1,1,12,108
108,5,EDOU,2,1,12,108
108,5,FEP,1,1,12,108
108,5,blue,1,1,12,108
108,5,first nurse,1,1,12,108
108,5,green,0,1,12,108
108,5,hallway,5,1,12,108
108,5,iTrack,0,1,12,108
108,5,orange,5,1,12,108
108,5,purple,4,1,12,108
108,5,red,4,1,12,108
108,5,resource nurse,1,1,12,108
108,5,triage nurse,1,1,12,108
109,5,CNL,1,1,13,109
109,5,EDOU,2,1,13,109
109,5,FEP,1,1,13,109
109,5,blue,1,1,13,109
109,5,first nurse,1,1,13,109
109,5,green,0,1,13,109
109,5,hallway,5,1,13,109
109,5,iTrack,0,1,13,109
109,5,orange,5,1,13,109
109,5,purple,4,1,13,109
109,5,red,4,1,13,109
109,5,resource nurse,1,1,13,109
109,5,triage nurse,1,1,13,109
110,5,CNL,1,1,14,110
110,5,EDOU,2,1,14,110
110,5,FEP,1,1,14,110
110,5,blue,0,1,14,110
110,5,first nurse,1,1,14,110
110,5,green,5,1,14,110
110,5,hallway,5,1,14,110
110,5,iTrack,0,1,14,110
110,5,orange,4,1,14,110
110,5,purple,4,1,14,110
110,5,red,4,1,14,110
110,5,resource nurse,1,1,14,110
110,5,triage nurse,1,1,14,110
111,5,CNL,1,1,15,111
111,5,EDOU,2,1,15,111
111,5,FEP,1,1,15,111
111,5,blue,0,1,15,111
111,5,first nurse,1,1,15,111
111,5,green,5,1,15,111
111,5,hallway,5,1,15,111
111,5,iTrack,0,1,15,111
111,5,orange,4,1,15,111
111,5,purple,4,1,15,111
111,5,red,4,1,15,111
111,5,resource nurse,1,1,15,111
111,5,triage nurse,1,1,15,111
112,5,CNL,1,1,16,112
112,5,EDOU,2,1,16,112
112,5,FEP,1,1,16,112
112,5,blue,0,1,16,112
112,5,first nurse,1,1,16,112
112,5,green,5,1,16,112
112,5,hallway,5,1,16,112
112,5,iTrack,0,1,16,112
112,5,orange,4,1,16,112
112,5,purple,4,1,16,112
112,5,red,4,1,16,112
112,5,resource nurse,1,1,16,112
112,5,triage nurse,1,1,16,112
113,5,CNL,1,1,17,113
113,5,EDOU,2,1,17,113
113,5,FEP,1,1,17,113
113,5,blue,0,1,17,113
113,5,first nurse,1,1,17,113
113,5,green,5,1,17,113
113,5,hallway,5,1,17,113
113,5,iTrack,0,1,17,113
113,5,orange,4,1,17,113
113,5,purple,4,1,17,113
113,5,red,4,1,17,113
113,5,resource nurse,1,1,17,113
113,5,triage nurse,1,1,17,113
114,5,CNL,1,1,18,114
114,5,EDOU,2,1,18,114
114,5,FEP,1,1,18,114
114,5,blue,0,1,18,114
114,5,first nurse,1,1,18,114
114,5,green,5,1,18,114
114,5,hallway,5,1,18,114
114,5,iTrack,0,1,18,114
114,5,orange,4,1,18,114
114,5,purple,3,1,18,114
114,5,red,4,1,18,114
114,5,resource nurse,1,1,18,114
114,5,triage nurse,1,1,18,114
115,5,CNL,1,1,19,115
115,5,EDOU,2,1,19,115
115,5,FEP,1,1,19,115
115,5,blue,0,1,19,115
115,5,first nurse,1,1,19,115
115,5,green,5,1,19,115
115,5,hallway,5,1,19,115
115,5,iTrack,0,1,19,115
115,5,orange,4,1,19,115
115,5,purple,3,1,19,115
115,5,red,4,1,19,115
115,5,resource nurse,1,1,19,115
115,5,triage nurse,1,1,19,115
116,5,CNL,1,1,20,116
116,5,EDOU,2,1,20,116
116,5,FEP,1,1,20,116
116,5,blue,0,1,20,116
116,5,first nurse,1,1,20,116
116,5,green,5,1,20,116
116,5,hallway,5,1,20,116
116,5,iTrack,0,1,20,116
116,5,orange,4,1,20,116
116,5,purple,3,1,20,116
116,5,red,4,1,20,116
116,5,resource nurse,1,1,20,116
116,5,triage nurse,1,1,20,116
117,5,CNL,1,1,21,117
117,5,EDOU,2,1,21,117
117,5,FEP,1,1,21,117
117,5,blue,0,1,21,117
117,5,first nurse,1,1,21,117
117,5,green,5,1,21,117
117,5,hallway,5,1,21,117
117,5,iTrack,0,1,21,117
117,5,orange,4,1,21,117
117,5,purple,3,1,21,117
117,5,red,4,1,21,117
117,5,resource nurse,1,1,21,117
117,5,triage nurse,1,1,21,117
118,5,CNL,1,1,22,118
118,5,EDOU,2,1,22,118
118,5,FEP,1,1,22,118
118,5,blue,0,1,22,118
118,5,first nurse,1,1,22,118
118,5,green,5,1,22,118
118,5,hallway,5,1,22,118
118,5,iTrack,0,1,22,118
118,5,orange,4,1,22,118
118,5,purple,3,1,22,118
118,5,red,4,1,22,118
118,5,resource nurse,1,1,22,118
118,5,triage nurse,1,1,22,118
119,5,CNL,1,1,23,119
119,5,EDOU,2,1,23,119
119,5,FEP,1,1,23,119
119,5,blue,0,1,23,119
119,5,first nurse,1,1,23,119
119,5,green,5,1,23,119
119,5,hallway,5,1,23,119
119,5,iTrack,0,1,23,119
119,5,orange,4,1,23,119
119,5,purple,3,1,23,119
119,5,red,4,1,23,119
119,5,resource nurse,1,1,23,119
119,5,triage nurse,1,1,23,119
120,5,CNL,1,1,24,120
120,5,EDOU,2,1,24,120
120,5,FEP,1,1,24,120
120,5,blue,0,1,24,120
120,5,first nurse,1,1,24,120
120,5,green,5,1,24,120
120,5,hallway,5,1,24,120
120,5,iTrack,0,1,24,120
120,5,orange,4,1,24,120
120,5,purple,3,1,24,120
120,5,red,4,1,24,120
120,5,resource nurse,1,1,24,120
120,5,triage nurse,1,1,24,120
121,5,CNL,1,1,1,121
121,5,EDOU,2,1,1,121
121,5,FEP,1,1,1,121
121,5,blue,0,1,1,121
121,5,first nurse,1,1,1,121
121,5,green,5,1,1,121
121,5,hallway,5,1,1,121
121,5,iTrack,0,1,1,121
121,5,orange,4,1,1,121
121,5,purple,3,1,1,121
121,5,red,4,1,1,121
121,5,resource nurse,1,1,1,121
121,5,triage nurse,1,1,1,121
122,6,CNL,1,1,2,122
122,6,EDOU,2,1,2,122
122,6,FEP,1,1,2,122
122,6,blue,4,1,2,122
122,6,first nurse,1,1,2,122
122,6,green,4,1,2,122
122,6,hallway,0,1,2,122
122,6,iTrack,0,1,2,122
122,6,orange,4,1,2,122
122,6,purple,3,1,2,122
122,6,red,4,1,2,122
122,6,resource nurse,1,1,2,122
122,6,triage nurse,1,1,2,122
123,6,CNL,1,1,3,123
123,6,EDOU,2,1,3,123
123,6,FEP,1,1,3,123
123,6,blue,4,1,3,123
123,6,first nurse,1,1,3,123
123,6,green,4,1,3,123
123,6,hallway,0,1,3,123
123,6,iTrack,0,1,3,123
123,6,orange,4,1,3,123
123,6,purple,3,1,3,123
123,6,red,4,1,3,123
123,6,resource nurse,1,1,3,123
123,6,triage nurse,1,1,3,123
124,6,CNL,1,1,4,124
124,6,EDOU,2,1,4,124
124,6,FEP,1,1,4,124
124,6,blue,4,1,4,124
124,6,first nurse,1,1,4,124
124,6,green,4,1,4,124
124,6,hallway,0,1,4,124
124,6,iTrack,0,1,4,124
124,6,orange,4,1,4,124
124,6,purple,3,1,4,124
124,6,red,4,1,4,124
124,6,resource nurse,1,1,4,124
124,6,triage nurse,1,1,4,124
125,6,CNL,1,1,5,125
125,6,EDOU,2,1,5,125
125,6,FEP,1,1,5,125
125,6,blue,4,1,5,125
125,6,first nurse,1,1,5,125
125,6,green,4,1,5,125
125,6,hallway,0,1,5,125
125,6,iTrack,0,1,5,125
125,6,orange,4,1,5,125
125,6,purple,3,1,5,125
125,6,red,4,1,5,125
125,6,resource nurse,1,1,5,125
125,6,triage nurse,1,1,5,125
126,6,CNL,1,1,6,126
126,6,EDOU,2,1,6,126
126,6,FEP,1,1,6,126
126,6,blue,4,1,6,126
126,6,first nurse,1,1,6,126
126,6,green,4,1,6,126
126,6,hallway,1,1,6,126
126,6,iTrack,0,1,6,126
126,6,orange,4,1,6,126
126,6,purple,3,1,6,126
126,6,red,4,1,6,126
126,6,resource nurse,1,1,6,126
126,6,triage nurse,1,1,6,126
127,6,CNL,1,1,7,127
127,6,EDOU,2,1,7,127
127,6,FEP,1,1,7,127
127,6,blue,4,1,7,127
127,6,first nurse,1,1,7,127
127,6,green,4,1,7,127
127,6,hallway,1,1,7,127
127,6,iTrack,0,1,7,127
127,6,orange,4,1,7,127
127,6,purple,3,1,7,127
127,6,red,4,1,7,127
127,6,resource nurse,1,1,7,127
127,6,triage nurse,1,1,7,127
128,6,CNL,1,1,8,128
128,6,EDOU,2,1,8,128
128,6,FEP,1,1,8,128
128,6,blue,4,1,8,128
128,6,first nurse,1,1,8,128
128,6,green,4,1,8,128
128,6,hallway,1,1,8,128
128,6,iTrack,0,1,8,128
128,6,orange,4,1,8,128
128,6,purple,3,1,8,128
128,6,red,4,1,8,128
128,6,resource nurse,1,1,8,128
128,6,triage nurse,1,1,8,128
129,6,CNL,1,1,9,129
129,6,EDOU,2,1,9,129
129,6,FEP,1,1,9,129
129,6,blue,4,1,9,129
129,6,first nurse,1,1,9,129
129,6,green,4,1,9,129
129,6,hallway,1,1,9,129
129,6,iTrack,0,1,9,129
129,6,orange,4,1,9,129
129,6,purple,3,1,9,129
129,6,red,4,1,9,129
129,6,resource nurse,1,1,9,129
129,6,triage nurse,1,1,9,129
130,6,CNL,1,1,10,130
130,6,EDOU,2,1,10,130
130,6,FEP,1,1,10,130
130,6,blue,4,1,10,130
130,6,first nurse,1,1,10,130
130,6,green,4,1,10,130
130,6,hallway,1,1,10,130
130,6,iTrack,0,1,10,130
130,6,orange,4,1,10,130
130,6,purple,3,1,10,130
130,6,red,4,1,10,130
130,6,resource nurse,1,1,10,130
130,6,triage nurse,1,1,10,130
131,6,CNL,1,1,11,131
131,6,EDOU,2,1,11,131
131,6,FEP,1,1,11,131
131,6,blue,4,1,11,131
131,6,first nurse,1,1,11,131
131,6,green,4,1,11,131
131,6,hallway,1,1,11,131
131,6,iTrack,0,1,11,131
131,6,orange,4,1,11,131
131,6,purple,3,1,11,131
131,6,red,4,1,11,131
131,6,resource nurse,1,1,11,131
131,6,triage nurse,1,1,11,131
132,6,CNL,1,1,12,132
132,6,EDOU,2,1,12,132
132,6,FEP,1,1,12,132
132,6,blue,4,1,12,132
132,6,first nurse,1,1,12,132
132,6,green,4,1,12,132
132,6,hallway,1,1,12,132
132,6,iTrack,0,1,12,132
132,6,orange,4,1,12,132
132,6,purple,3,1,12,132
132,6,red,4,1,12,132
132,6,resource nurse,1,1,12,132
132,6,triage nurse,1,1,12,132
133,6,CNL,1,1,13,133
133,6,EDOU,2,1,13,133
133,6,FEP,1,1,13,133
133,6,blue,4,1,13,133
133,6,first nurse,1,1,13,133
133,6,green,4,1,13,133
133,6,hallway,1,1,13,133
133,6,iTrack,0,1,13,133
133,6,orange,4,1,13,133
133,6,purple,3,1,13,133
133,6,red,4,1,13,133
133,6,resource nurse,1,1,13,133
133,6,triage nurse,1,1,13,133
134,6,CNL,1,1,14,134
134,6,EDOU,2,1,14,134
134,6,FEP,1,1,14,134
134,6,blue,5,1,14,134
134,6,first nurse,1,1,14,134
134,6,green,4,1,14,134
134,6,hallway,6,1,14,134
134,6,iTrack,0,1,14,134
134,6,orange,1,1,14,134
134,6,purple,3,1,14,134
134,6,red,3,1,14,134
134,6,resource nurse,1,1,14,134
134,6,triage nurse,1,1,14,134
135,6,CNL,1,1,15,135
135,6,EDOU,2,1,15,135
135,6,FEP,1,1,15,135
135,6,blue,5,1,15,135
135,6,first nurse,1,1,15,135
135,6,green,4,1,15,135
135,6,hallway,6,1,15,135
135,6,iTrack,0,1,15,135
135,6,orange,1,1,15,135
135,6,purple,3,1,15,135
135,6,red,3,1,15,135
135,6,resource nurse,1,1,15,135
135,6,triage nurse,1,1,15,135
